,permit#,permit_type_description,permit_subtype_description,date_entered,date_issued,construction_cost,address,city,state,zip,subdivision/lot,contact,purpose,council_district
295,2020004792,Building Residential - New,Duplex,1/22/2020,1/29/2020,145600,6052  BLACKBERRY RIDGE LN,HERMITAGE,TN,37076,UNIT 1192 MAGNOLIA FARMS PH 2 SEC 2,BEAZER HOMES CORP,"To build a 1703 Sq. Ft. Single family house with an attached 395 sq. ft. two car garage.. To be built under MASTER PERMIT # 2019007468.  must comply with tree regulations one new two inch tree for every 30' road frontage.  for every 50' site frontage, a 24  x 36  d/f sign must be placed in English and Spanish with information in regards to metro council bill 2017-835.",14.0
296,2020064811,Building Residential - New,Duplex,10/14/2020,11/10/2020,225506,1808A  16TH AVE N,NASHVILLE,TN,37208,UNIT A 1808 16TH AVENUE NORTH,"JACKSON BUILDERS,LLC","To construct ...Unit A... of HPR detached duplex with 1860sf heated and cooled and 200sf porches/decks.  parent parcel is map 81-8 parcel 226, is zoned R6, contains 7400 sf lot area and is in a pre 1984 recorded subdivision.  units detached.  42' max allowed height.  min required distance between structures is 6' min with no bump outs.  25.2' min front s/b; 5' min side s/b; 20' min rear s/b.  must comply with tree regulations one new two inch tree for every 30' road frontage.  for every 50' site frontage, a 24  x 36  d/f sign must be placed in English and Spanish with information in regards to metro council bill 2017-835.  must comply fully with metro council bills 2014-725 and 2014-770.",21.0
297,2020072806,Building Residential - New,Duplex,11/19/2020,2/26/2021,320680,1002  ALICE ST,NASHVILLE,TN,37218,UNIT 1000B ONE THOUSAND ALICE STREET,"Art Building, Inc.","We are building a 2645 sf single family home an attached garage of  290 sf. Front and rear covered porches equal 160 sf. Conventional construction on block crawlspace.  unit B of proposed HPR.  units attached.  parent parcel is zoned R6, contains 12,050 sf lot area and is in a pre 1984 recorded subdivision.  max allowed height is 45' three floors max.  54.4' min front s/b; 5' min side s/b; 20' min rear s/b.  not to encroach any easements.  must comply with tree regulations one new two inch tree for every 30' road frontage.  for every 50' site frontage, a 24  x 36  d/f sign must be placed in English and Spanish with information in regards to metro council bill 2017-835.  must comply fully with metro council bills 2014-725 and 2014-770.",2.0
298,2019030324,Building Residential - Rehab,Duplex,5/23/2019,6/7/2019,9500,2810B  FORTLAND DR,NASHVILLE,TN,37206,LOT 285 SEC 3 FORTLAND PARK,K R CONSTRUCTION CO,"parcel is zoned R10, contains 14000 sf lot area and is in a pre 1984 recorded subdivision.  this permit to conduct fire damge renovations to existing duplex with one (1) hour tenant separation required.  no increase to building footprint.  no increase indwelling units.  subject to inspectors approval.",6.0
299,2021017157,Building Residential - Addition,Duplex,3/23/2021,4/13/2021,175000,332  CHESTERFIELD AVE,NASHVILLE,TN,37212,LOT 42 BRANSFORD REALTY CO WEST END HGTS,MR ENCLOSURE SUNROOMS & SPA,"MHZC review/approval prior to permit issuance. Renovations and addition to existing single family residence. Renovating kitchen and interior finishes, windows, exterior doors and to construct a two story addition to rear of existing duplex residence. Must conform with MHHZC Permit 2019060460 and easements on property. Pursuant to Ordinance No. 2006-1263 of the Metropolitan code of Laws, I (the holder on this permit) hereby certify that all construction and demolition waste generated by any and all activities governed by this permit shall be disposed of in an approved landfill. Further, I certify that no construction and demolition waste shall be stored on the property in violation of any provision of the Metropolitan Code�.MHZC MUST REVIEW APPLICATION.  NO INCREASE IN NUMBER OF DWELLING UNITS.",18.0
300,2019005369,Building Residential - Addition,Duplex,1/28/2019,1/28/2019,12853,905  BOLSTER CT,NASHVILLE,TN,37211,LT 111 GREENWOOD HILLS ADD'N TO SEC 4,SELF CONTRACTOR RESIDENTIAL (SEE APPLICANT INFORMATION),"to construct a 12 x 12 two (2) floor deck addition to rear of residence and install cover over existing side storage area.  5' min side s/b; 20' min rear s/b.  parcel is zoned R10 and contains 18,300 sf lot area.  existing duplex.  for every 50' site frontage, a 24  x 36  d/f sign must be placed in English and Spanish with information in regards to metro council bill 2017-835.",26.0
301,2020017273,Building Residential Rehab Storm Damage,Duplex,3/17/2020,6/9/2020,72103,1300  HOLLY ST,NASHVILLE,TN,37206,LOT 11 SPRING PARK,Martin Construction & Restoration,"Roofing, siding, gutter, fencing and painting for storm rehab work from March 3, 2020.  MHZC must review application.  for every 50' site frontage, a 24  x 36  d/f sign must be placed in English and Spanish with information in regards to metro council bill 2017-835.",6.0
302,2019074145,Building Residential - Fire Damage,Duplex,12/4/2019,12/4/2019,15000,1002  CENTRAL VALLEY CT,HERMITAGE,TN,37076,LOT 246 VALLEY GROVE SEC 4,SELF CONTRACTOR RESIDENTIAL (SEE APPLICANT INFORMATION),to rehab fire damaged duplex.  no increase in number of dwelling units.  no increase to building footprint.  subject to inspectors approval.,12.0
303,2020046075,Building Residential - Rehab,Duplex,7/26/2020,8/4/2020,15000,1903  BEECHWOOD AVE,NASHVILLE,TN,37212,PT LOT 223 BELMONT LAND CO,LAYTON HOMES 2 LLC,"Interior work only on this permit.   Demolition and clean up of interior to prep for renovation, addition,  Plans to be submitted to MHZC for August 2020 meeting.  Please allow trade permits so that we can get temporary electric and water on this permit.  for every 50' site frontage, a 24  x 36  d/f sign must be placed in English and Spanish with information in regards to metro council bill 2017-835.",18.0
304,2020047205,Building Residential - Rehab,Duplex,7/29/2020,8/10/2020,83803,1717  KNOWLES ST,NASHVILLE,TN,37208,PT LOTS 17 16 BRANS RLTY CO SUB MANLOVE PLAN,Barry Edwards Construction Co. LLC,"Replacing rotten subfloor in kitchen and bathroom Enclose water heater in kitchen Install non-load-bearing wall in front room to create hallway Install new windows Install new floor coverings throughout Install new kitchen cabinets in kitchen Install new trim and interior doors and exterior door Repair all damaged drywall and paint Repair damaged exterior siding Replace old porch handrails Repair and replace damaged shingles Items to be done by plumber and electrician: Relocate W/D hookups Install new plumbing fixtures (same locations as old ones) Install new light fixtures (same locations as old ones) Install new can lights Install a few new electrical receptacles Install dishwasher Repair electric service pole on top of house Install new sewer line from house to the street.  no increase to building footprint.  legally non-conforming duplex.  NES records sent to file July 31, 2020.  subject to inspectors approval.  for every 50' site frontage, a 24  x 36  d/f sign must be placed in English and Spanish with information in regards to metro council bill 2017-835.",21.0
305,2021000651,Building Residential - New,Duplex,1/5/2021,1/25/2021,236418,306A  LUTIE ST,NASHVILLE,TN,37210,UNIT A 306 LUTIE COTTAGES,CENTRAL BUILDERS LLC,"To construct ...Unit A� of HPR attached duplex with 1950sf heated/cooled, 247sf porches/decks.  units detached.  max allowed height is 25'.  min required distance between structures is 6' min with no bump outs.  31' min front s/b; 5' min side s/b; 20' min rear s/b.  must comply with tree regulations one new two inch tree for every 30' road frontage.  for every 50' site frontage, a 24  x 36  d/f sign must be placed in English and Spanish with information in regards to metro council bill 2017-835.  must comply fully with metro council bills 2014-725 and 2014-770.",16.0
306,2020052147,Building Residential New Storm Damage,Duplex,8/20/2020,9/16/2020,171555,601  NEWHALL DR,NASHVILLE,TN,37206,LOT 298-B FORTLAND PARK SEC 4 ZONE LOT DIV,LEGACY SOUTH BUILDERS LLC,"To construct back tornado damaged zero lot line duplex unit. Heated square footage 1415. Porch 187. No garage.  must comply with tree regulations one new two inch tree for every 30' road frontage.  for every 50' site frontage, a 24  x 36  d/f sign must be placed in English and Spanish with information in regards to metro council bill 2017-835. must comply with SBCCI section 403.3 and metro council bill 1984-390.",6.0
307,2020013555,Building Residential - Rehab,Duplex,3/2/2020,3/25/2020,60000,3312  FALLS CREEK DR,NASHVILLE,TN,37214,LOT 302 WATERFALLS PARK SEC 8,Gordon Construction Inc.,"Fire damage repairs.  remains single family residence.  no increase to building footprint.  remains single family residence.  subject to inspectors approval.  for every 50' site frontage, a 24  x 36  d/f sign must be placed in English and Spanish with information in regards to metro council bill 2017-835.",14.0
308,2020023189,Building Residential - New,Duplex,4/13/2020,4/29/2020,245632,6046  BLACKBERRY RIDGE LN,HERMITAGE,TN,37076,UNIT 1181 MAGNOLIA FARMS PH 2 SEC 2,BEAZER HOMES CORP,"To build a 2026 Sq. Ft. Single family house with an attached 399 Sq. Ft. Two car garage.  To be built under Master Permit # 201907468.  must comply with tree regulations one new two inch tree for every 30' road frontage.  for every 50' site frontage, a 24  x 36  d/f sign must be placed in English and Spanish with information in regards to metro council bill 2017-835.",14.0
309,2020070656,Building Residential Rehab Storm Damage,Duplex,11/10/2020,11/24/2020,80000,3508  ALBEE DR,HERMITAGE,TN,37076,LOT 49 CHAPELWOOD SEC. 2,"TRINITY CONSTRUCTION GROUP, LLC","Duplex was damaged in the March tornado.  Repair work to consist of the following - remove and replace roof, replace 2 broken windows, replace rotten floor joists and girders as needed.  In addition, the front corner of unit 3508 sustained wind damage.  We will be removing the drywall and repair/replace any needed framing in that area to de determined with input and direction of structural engineer. (see attached structural findings letter)",14.0
310,2020060662,Building Residential - New,Duplex,9/25/2020,11/23/2020,327712,1031  14TH AVE S,NASHVILLE,TN,37212,UNIT B 1029 14TH AVENUE TOWNHOMES,"SAPPHIRE DEVELOPMENT, LLC","to contruct Unit B of attached duplex/HPR, with 2703 SF of living space, 626 SF porches/decks.  parent parcel is zoned R6-A, contains 7488 sf lot area and is in a pre 1984 recorded subdivision.  units attached.  max allowed height is 45' three floors max.  34.6' min front s/b; 5' min side s/b; 20' min rear s/b.  must comply with tree regulations one new two inch tree for every 30' road frontage.  for every 50' site frontage, a 24  x 36  d/f sign must be placed in English and Spanish with information in regards to metro council bill 2017-835.  must comply with metro council bills 2014-725 and 2014-770.",19.0
311,2020050775,Building Residential - Rehab,Duplex,8/14/2020,8/31/2020,24000,3624  WILLOW CREEK CT,NASHVILLE,TN,37207,LOT 38  WILLOW CREEK  SEC 2,WTW CONSTRUCTION CO. LLC,"Update kitchen and baths, install new LVT flooring.  remains single family residence.  no increase to building footprint.  subject to inspectors approval.  for every 50' site frontage, a 24  x 36  d/f sign must be placed in English and Spanish with information in regards to metro council bill 2017-835.",3.0
312,2018061686,Building Residential - Rehab,Duplex,9/27/2018,11/5/2018,60000,1105  RICHMOND DR,NASHVILLE,TN,37216,PT LOT 3 KING SUB,SELF CONTRACTOR RESIDENTIAL (SEE APPLICANT INFORMATION),"2/13/2019 revised scope of work due to legally non-conforming Duplex Status (LB) Interior renovations to existing duplex (revised per LB) family residence. Updating kitchens and bathrooms and painting. Electrical and plumbing as needed. 1. Acknowledges  applying for this self building permit in own name, & will act as own contractor accepting full responsibility for code compliance, for hiring & employing individuals & has ultimate responsibility for my own work & for the work of others.  Acting as my own general contractor, I further understand that I may forfeit certain protections, which might be available to me through the State of Tenn general contractor�s licensing process.  I further acknowledge that as a self building permit holder I am responsible for requesting all required inspections & completing all authorized work in compliance with applicable adopted codes.  I further understand that separate permits are required for any proposed electrical, plumbing, & gas/mechanical work and is not part of this building permit�.
2. Pursuant # 2006-1263  Metro code of Laws, I (holder OF permit)   hereby certify that all construction & demolition waste generated by any & all activities governed by this permit shall be disposed of in an approved landfill. Further, I certify that no construction & demolition waste shall be stored on the property in violation of any provision of Metro Code...3...You can dig your footers, but do not pour any concrete until you call for an inspection.  Also do not put up any drywall until you call for an inspection.  The idea is you do not cover up anything  with concrete or drywall until an inspector has had a chance to review..***SITE PLAN SENT TO FILE",7.0
313,2020050491,Building Residential - Rehab,Duplex,8/13/2020,8/19/2020,65000,14  JAY ST,NASHVILLE,TN,37210,LOT 22 ROSEWOOD ESTATES SEC 2,"ADAGIO DEVELOPMENT GROUP, LLC","All mechanical systems (HVAC, plumbing, and electric) updated, new windows, new doors, new roofing including the framing, update interior framing as needed, new siding in some areas, update 2 bathrooms and 2 kitchens, new insulation, new drywall, and new flooring. Full gut.  remains single family residence.  no increase to building footprint.  subject to inspectors approval.  for every 50' site frontage, a 24  x 36  d/f sign must be placed in English and Spanish with information in regards to metro council bill 2017-835.",16.0
314,2021008435,Building Residential - New,Duplex,2/8/2021,3/12/2021,181981,810  RUNOFF WAY,NASHVILLE,TN,37218,UNIT 28A CROSSING AT DRAKES BRANCH,SDH NASHVILLE LLC,"to construct Unit A of attached duplex single family residence with 1501 SF of living space, 401 SF garage, and 190 SF of porches/decks.  SP Zoning.  must comply with tree regulations one new two inch tree for every 30' road frontage.  for every 50' site frontage, a 24  x 36  d/f sign must be placed in English and Spanish with information in regards to metro council bill 2017-835.",1.0
315,2020037963,Building Residential New Storm Damage,Duplex,6/18/2020,8/4/2020,280000,602  NEWHALL DR,NASHVILLE,TN,37206,LOT 297-B FORTLAND PARK SEC 4 ZONE LOT DIV,LEGACY SOUTH BUILDERS LLC,"To construct back a zero lot line duplex unit 1415 heated/cooled square feet and 187 square feet of porches to comply with SBCCI section 403.3 and metro council bill 1984-390.  must comply with tree regulations one new two inch tree for every 30' road frontage.  for every 50' site frontage, a 24  x 36  d/f sign must be placed in English and Spanish with information in regards to metro council bill 2017-835.",6.0
316,2019077941,Building Residential - Rehab,Duplex,12/20/2019,12/23/2019,65000,38 N HILL ST,NASHVILLE,TN,37210,LOT 10 OLD FAIRGROUNDS,"DURRUTY, JUAN GUILLERMO","TO CONDUCT GENERAL RENOVATIONS TO SECOND FLOOR APARTMENT OF EXISTING DUPLEX... �

***FOR EVERY 50 FEET OF SITE FRONTAGE, A DOUBLE-SIDED SIGN 24� X 36� IN SIZE MUST BE POSTED IN ENGLISH AND SPANISH THAT CONTAINS THE INFORMATION REQUIRED BY ORDINANCE NO. 2017-835. NO MORE THAN THREE SIGNS ARE REQUIRED� �",17.0
317,2020023193,Building Residential - New,Duplex,4/13/2020,4/29/2020,245632,6048  BLACKBERRY RIDGE LN,HERMITAGE,TN,37076,UNIT 1182 MAGNOLIA FARMS PH 2 SEC 2,BEAZER HOMES CORP,"To build a 2026 sq. ft. single family house with an attached 399 sq. ft. two car garage.  To be built under Master Permit # 201907468.  must comply with tree regulations one new two inch tree for every 30' road frontage.  for every 50' site frontage, a 24  x 36  d/f sign must be placed in English and Spanish with information in regards to metro council bill 2017-835.",14.0
318,2019031644,Building Residential - New,Duplex,5/30/2019,6/17/2019,168200,714  COPPER BRANCH RD,HERMITAGE,TN,37076,UNIT 1452 MAGNOLIA FARMS VILLAS,BEAZER HOMES CORP,"To construct a 1563 sq. ft. single family home Duplex with an attached 399 sq. ft. two car garage.  House has a 10x16 covered rear porch.  MASTER PERMIT # 2019007468.  must comply with tree regulations one new two inch tree for every 30' road frontage.  for every 50' site frontage, a 24  x 36  d/f sign must be placed in English and Spanish with information in regards to metro council bill 2017-835.",14.0
319,2019005554,Building Residential - Addition,Duplex,1/29/2019,1/29/2019,42131,2124B  BURNS ST,NASHVILLE,TN,37216,LOT 25-B BURNS SUB MAXEY,RHOW PROPERTIES LLC,"to construct a 17 x 22 master bed/bath addition to rear of side B of existing zero lot line duplex.  20' min rear s/b.  must comply with SBCCi section 403.3 and metro council bill 84-390.  for every 50' site frontage, a 24  x 36  d/f sign must be placed in English and Spanish with information in regards to metro council bill 2017-835.",7.0
320,2020065289,Building Residential - New,Duplex,10/16/2020,11/18/2020,218232,910  WEST AVE,NASHVILLE,TN,37206,UNIT B 910 WEST AVENUE,"JONES CONSTRUCTION, DWAYNE MARK JONES DBA","910 WEST AVE, ATTACHED DUPLEX HPR, 1800 SQ FT HOUSE, 250 SQ FT PORCHES.  units attached.  max allowed height is 45' three floors max.  43.9' min front s/b; 5' min side s/b; 20' min rear s/b.  must comply with tree regulations one new two inch tree for every 30' road frontage.  for every 50' site frontage, a 24  x 36  d/f sign must be placed in English and Spanish with information in regards to metro council bill 2017-835.",5.0
321,2020072578,Building Residential - New,Duplex,11/19/2020,12/15/2020,242480,225B  DUKE ST,NASHVILLE,TN,37207,UNIT A 225 DUKE STREET COMMONS,"JACKSON BUILDERS,LLC","To construct ...Unit B� of HPR detached duplex with 2000sf heated, cooled and 217sf porches/decks.  units detached.  max allowed height is 25.5'.  min required distance between structures is 6' min with no bump outs.  R6-A zoning requires all parking to the rear of residence.  28.17' min front s/b; 5' min side s/b; 20' min rear s/b.  must comply with tree regulations one new two inch tree for every 30' road frontage.  for every 50' site frontage, a 24  x 36  d/f sign must be placed in English and Spanish with information in regards to metro council bill 2017-835. must comply fully with metro council bill 2014-725 and 2014-770.",5.0
322,2020045542,Building Residential New Storm Damage,Duplex,7/23/2020,8/13/2020,171555,611  NEWHALL DR,NASHVILLE,TN,37206,LOT 300-A FORTLAND PARK SEC 4 ZONE LOT DIV,LEGACY SOUTH BUILDERS LLC,"To construct back tornado damaged zero lot line duplex unit. Heated square footage 1415. Porch 187. No garage. must comply with SBCCI section 403.3 and metro council bill 1984-390.  must comply with tree regulations one new two inch tree for every 30' road frontage.  for every 50' site frontage, a 24  x 36  d/f sign must be placed in English and Spanish with information in regards to metro council bill 2017-835.",6.0
323,2018008633,Building Residential - New,Duplex,2/14/2018,7/26/2019,50000,1403B  CORDER DR,NASHVILLE,TN,37206,LOT 4 CORDER HGTS,"GLUCK, ERICA A. & CHRISTOPHER & MARY L.","PERMIT TO CONDUCT GENERAL RENOVATIONS TO CONNECT/CONVERT DETACHED WORKSHOP AND GARAGE INTO REAR UNIT OF CONVENTIONAL DUPLEX� �MINIMUM 6�  BETWEEN UNITS� �BZA APPEAL CASE 2018-090 GRANTED FOR SIDE AND REAR SETBACKS...UTILITY LETTERS GRANTING PERMISSION TO REMAIN WITHIN PORTION OF EASEMENT SENT TO FILE... ...SEE SITE PLAN... ...

THIS IS NOT AN HPR... ...CONVENTIONAL  DUPLEX/SINGLE OWNERSHIP... ...

FRONT: EXISTING SINGLE FAMILY HOUSE 
REAR: THIS PERMIT",7.0
324,2021001618,Building Residential - Addition,Duplex,1/11/2021,2/9/2021,103375,1724  5TH AVE N,NASHVILLE,TN,37208,UNIT 1 1722-1724 5TH AVENUE NORTH TOWNHOMES,J'adore Luxury Homes,"to construct a rear addition to existing residence.  separate permit required for new construction.  MHZC must review application.  for every 50' site frontage, a 24  x 36  d/f sign must be placed in English and Spanish with information in regards to metro council bill 2017-835.",19.0
325,2020077961,Building Residential - New,Duplex,12/14/2020,12/28/2020,189862,813  SUNSET VIEW DR,HERMITAGE,TN,37076,UNIT 1381 MAGNOLIA FARMS PH 2 SEC 2,BEAZER HOMES CORP,"To build a 1566 sq. ft. single family house with an 399 sq. ft. two car garage.  Plans to be submitted to Planning for SP Approval.  must comply with tree regulations one new two inch tree for every 30' road frontage.  for every 50' site frontage, a 24  x 36  d/f sign must be placed in English and Spanish with information in regards to metro council bill 2017-835.",14.0
326,2019018368,Building Residential - Rehab,Duplex,3/29/2019,3/29/2019,30000,1833A  10TH AVE N,NASHVILLE,TN,37208,LOT 24 C H STIER ADDN,SELF CONTRACTOR RESIDENTIAL (SEE APPLICANT INFORMATION),"4/17/2019 Revised Scope of Work: This is a Fire Rehab per Owner, This is an attached Duplex. Renovations to roof, including framing, decking, drywall and updating electrical to both Units A and B. Will require 2 electrical Permits (one for each side of Duplex)No change in use, remains single family (LB)

 1. Acknowledges  applying for this self building permit in own name, & will act as own contractor accepting full responsibility for code compliance, for hiring & employing individuals & has ultimate responsibility for my own work & for the work of others.  Acting as my own general contractor, I further understand that I may forfeit certain protections, which might be available to me through the State of Tenn general contractor�s licensing process.  I further acknowledge that as a self building permit holder I am responsible for requesting all required inspections & completing all authorized work in compliance with applicable adopted codes.  I further understand that separate permits are required for any proposed electrical, plumbing, & gas/mechanical work and is not part of this building permit. 2. Pursuant # 2006-1263  Metro code of Laws, I (holder OF permit)   hereby certify that all construction & demolition waste generated by any & all activities governed by this permit shall be disposed of in an approved landfill. Further, I certify that no construction & demolition waste shall be stored on the property in violation of any provision of Metro Code...3...You can dig your footers, but do not pour any concrete until you call for an inspection.  Also do not put up any drywall until you call for an inspection.  Do not cover up anything  with concrete or drywall until an inspector has had a chance to review..***SITE PLAN SENT TO FILE",21.0
327,2020073361,Building Residential - New,Duplex,11/23/2020,1/14/2021,256059,3220A  ALPINE AVE,NASHVILLE,TN,37218,UNIT A THIRTYTWO-TWENTY ALPINE AVENUE,"JACKSON BUILDERS,LLC","To construct ...Unit A... of HPR detached duplex with 2112sf heated and cooled, 225sf porches/decks, and 445sf garage.  units detached.  max allowed height is 45' three floors max.  min required distance between structures is 6' min with no bump outs.  corner lot.  42.1' min front s/b; 10' min side street s/b; 5' min interior side s/b; 20' min rear s/b.  parent parcel is map 70-5 parcel 48, is zoned R10, contains 11,326 sf lot area and is in a pre 1984 recorded subdivision.  must comply with tree regulations one new two inch tree for every 30' road frontage.  for every 50' site frontage, a 24  x 36  d/f sign must be placed in English and Spanish with information in regards to metro council bill 2017-835.  must comply fully with metro council bills 2014-725 and 2014-770.",2.0
328,2020075426,Building Residential - New,Duplex,12/3/2020,2/4/2021,199319,5812A  COUCH DR,NASHVILLE,TN,37209,UNIT A HOMES AT 5812 COUCH DRIVE,Donnie Thompson llc,"To construct a new HPR with 1644 sqft of living space.  704 sqft of basement/garage. 461 sqft of porches.  33.3' min front s/b; 5' min side s/b; 20' min rear s/b.  must comply with tree regulations one new two inch tree for every 30' road frontage.  for every 50' site frontage, a 24  x 36  d/f sign must be placed in English and Spanish with in regards to metro council bill 2017-835.  must comply fully with metro council bills 2014-725 and 2014-770.",20.0
329,2021013392,Building Residential - New,Duplex,3/5/2021,4/20/2021,531880,4403B  SOPER AVE,NASHVILLE,TN,37204,UNIT B HOMES AT 4403 SOPER AVENUE,"HALLMARK BUILDING GROUP, INC","To construct ...Unit B� of HPR detached duplex with 4387sf heated and cooled,  1251sf porches/decks and 838sf attached garage.  thru parcel 30' min rear s/b; 10' min side s/b.  units detached.  max allowed height is 45' three floors max.  min required distance between structures is 6' min with no bump outs.  must comply with tree regulations one new two inch tree for every 30' road frontage.  for every 50' site frontage, a 24  x 36  d/f sign must be placed in English and Spanish with information in regards to metro council bill 2017-835.  must comply fully with metro council bills 2014-725 and 2014-770.",25.0
330,2021000318,Building Residential - New,Duplex,1/4/2021,1/27/2021,246117,1812B  5TH AVE N,NASHVILLE,TN,37208,UNIT B 1812 5TH AVENUE NORTH,MARTIN CONSTRUCTION COMPANY,"to construct 2030SF single family residence with 444Sf porches, and 350 square foot garage.  MHZC must review application.  SEPARATE PERMIT REQUIRED FOR DETACHED GARAGE.  must comply with tree regulations one new two inch tree for every 30' road frontage.  for every 50' site frontage, a 24  x 36  d/f sign must be placed in English and Spanish with information in regards to metro council bill 2017-835.  must comply fully with metro council bills 2014-725 and 2014-770.",19.0
331,2020058021,Building Residential - New,Duplex,9/15/2020,10/6/2020,265637,818  SUNSET VIEW DR,HERMITAGE,TN,37076,UNIT 1262 MAGNOLIA FARMS PH 2 SEC 2,BEAZER HOMES CORP,"To build a 2191 sq. ft. single family house with an attached 396 sq. ft. two car garage.  To be built under Master Permit # 201907468.  must comply with tree regulations one new two inch tree for every 30' road frontage.  for every 50' site frontage, a 24  x 36  d/f sign must be placed in English and Spanish with information in regards to metro council bill 2017-835.",14.0
332,2019027219,Building Residential - New,Duplex,5/9/2019,5/16/2019,221019,716  COPPER BRANCH RD,HERMITAGE,TN,37076,LOT 146 MAGNOLIA FARMS PH 2 SEC 1,BEAZER HOMES CORP,To build a 1962 sq. ft. single family house with an 395 sq. ft. two attached garage.  Must comply with SP BL2017-768 and MASTER PERMIT # 2019007468,14.0
333,2020065919,Building Residential - Rehab,Duplex,10/20/2020,12/28/2020,40000,1105  FOREST RIDGE WAY,HERMITAGE,TN,37076,LOT 221 VALLEY GROVE SEC 9,"JACKSON, J D CONTRACTNG CO","Rehab existing duplex damaged by tornado of March 3, 2020.  no increase to building footprint.  no increase in number of dwelling units.  subject to inspectors approval.  for every 50' site frontage, a 24  x 36  d/f sign must be placed in English and Spanish with information in regards to metro council bill 2017-835.",12.0
334,2019021578,Building Residential - Rehab,Duplex,4/12/2019,4/12/2019,22000,3316  COCOA DR,NASHVILLE,TN,37218,LOT 466 BORDEAUX HILLS SEC 9,ben dunkle,"to conduct interior renovations to basement unit of existing duplex. no change to footprint.
***PURSUANT TO ORDINANCE NO 2008-1263 of the Metropolitan Code of Laws, I , holder of this permit, hereby certify that all construction and demolition waste generated by any and all activities governed by this permit shall be disposed of in an approved landfill.  Further, I certify that no construction or demolition waste shall be stored on the property in violation of any provisions of the Metropolitan Code. For every 30 feet of street frontage, or fraction thereof, one 2 inch caliper tree as listed in the Urban Forestry approved tree list shall be planted on the subject property. 
For every 50 feet of site frontage, a double-sided sign 24� x 36� in size must be posted in English and Spanish that contains the information required by Ordinance No. 2017-835.  No more than three signs are required.***",1.0
335,2020039971,Building Residential New Storm Damage,Duplex,6/27/2020,7/29/2020,75000,1211  6TH AVE N,NASHVILLE,TN,37208,PT LOT 103 D T MCGAVOCK,MOORES REMODELING & HOME REPAIRS LLC,"We will be performing storm damage repairs . Cleanup from storm, cinder block repair, roof framing and shingle replacement, fencing, interior drywall install, flooring, and painting.  MHZC AND MDHA MUST REVIEW APPLICATIONS.  no increase to building footprint.  no increase in number of dwelling units.  under 50% expansion.  for every 50' site frontage, a 24  x 36  d/f sign must be placed in English and Spanish with information in regards to metro council bill 2017-835.",19.0
336,2020079227,Building Residential - New,Duplex,12/18/2020,1/28/2021,299099,405A S 10TH ST,NASHVILLE,TN,37206,LOT A 405 SOUTH 10TH STREET COTTAGES,TOUCHSTONE BUILDERS INC,"This permit to construct 405 South Tenth St of new HPR/duplex family residence with 2467 sq ft of living space, 440 sq ft garage, and 266 sq ft of porches and decks. Minimum 5 ft side setbacks, minimum front setback at 53.78 ft and 20 ft minimum rear setback. Max allowed height 41.95'. Must conform to all easements on property. Maximum height of 1.5 to width ratio from natural grade. Maximum building coverage on total parcel not to exceed 40%..... Pursuant # 2006-1263 Metro Code of Laws, I (holder OF permit) hereby certify that all construction & demolition waste generated by any & all activities governed by this permit shall be disposed of in an approved landfill. Further, I certify that no construction & demolition waste shall be stored on the property in violation of any provision of Metro Code.; For every 30 feet of street frontage, or fraction thereof, one 2 inch caliper tree as listed in the Urban Forestry approved tree list shall be planted on the subject property. Sidewalks are NOT required for this project. For every 50 feet of site frontage, a double-sided sign 24� x 36� in size must be posted in English and Spanish that contains the information required by Ordinance No. 2017-835. No more than three signs are required. must comply fully with metro council bills 2014-725 and 2014-770.  MHZC must approved application.",6.0
337,2020044798,Building Residential - Rehab,Duplex,7/20/2020,7/23/2020,20000,800  OLD HICKORY BLVD,MADISON,TN,37115,LOT 3 AND 4 BLK B YOWELL PLACE,KRAUSE CONSTRUCTION INC,"to conduct interior renovations to existing duplex. no change to footprint.
***PURSUANT TO ORDINANCE NO 2008-1263 of the Metropolitan Code of Laws, I , holder of this permit, hereby certify that all construction and demolition waste generated by any and all activities governed by this permit shall be disposed of in an approved landfill.  Further, I certify that no construction or demolition waste shall be stored on the property in violation of any provisions of the Metropolitan Code. For every 30 feet of street frontage, or fraction thereof, one 2 inch caliper tree as listed in the Urban Forestry approved tree list shall be planted on the subject property. 
For every 50 feet of site frontage, a double-sided sign 24� x 36� in size must be posted in English and Spanish that contains the information required by Ordinance No. 2017-835.  No more than three signs are required.***",9.0
338,2019071702,Building Residential - New,Duplex,11/21/2019,12/3/2019,172000,702  COPPER BRANCH RD,HERMITAGE,TN,37076,UNIT 1422 MAGNOLIA FARMS VILLAS,BEAZER HOMES CORP,"To build a 1966 sq.ft. single family house with an attached 395 sq. ft. two car garage.  House to be built under MASTER PERMIT # 2019007468.  must comply with tree regulations one new two inch tree for every 30' road frontage.  for every 50' site frontage, a 24  x 36  d/f sign must be placed in English and Spanish with information in regards to metro council bill 2017-835.",14.0
